,Name,Instrument Type,Currency,Contributor,RIC
4298,UK Pound Sterling 9 Month Forward Starting 1 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M1Y=R
4299,UK Pound Sterling 1 Year Forward Starting 1 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y1Y=R
4300,UK Pound Sterling 9 Month Forward Starting 1 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M1Y=R
4301,UK Pound Sterling 9 Month Forward Starting 2 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M2Y=R
4302,UK Pound Sterling 9 Month Forward Starting 2 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M2Y=R
4303,UK Pound Sterling 9 Month Forward Starting 2 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M2Y=R
4304,UK Pound Sterling 1 Month Forward Starting 2 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M2Y=R
4305,UK Pound Sterling 3 Month Forward Starting 2 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M2Y=R
4306,UK Pound Sterling 1 Year Forward Starting 2 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y2Y=R
4307,UK Pound Sterling 1 Year Forward Starting 2 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y2Y=R
4308,UK Pound Sterling 9 Month Forward Starting 3 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M3Y=R
4309,UK Pound Sterling 9 Month Forward Starting 3 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M3Y=R
4310,UK Pound Sterling 1 Month Forward Starting 3 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M3Y=R
4311,UK Pound Sterling 1 Year Forward Starting 3 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y3Y=R
4312,UK Pound Sterling 1 Year Forward Starting 3 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y3Y=R
4313,UK Pound Sterling 1 Year Forward Starting 3 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y3Y=R
4314,UK Pound Sterling 3 Month Forward Starting 3 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M3Y=R
4315,UK Pound Sterling 9 Month Forward Starting 3 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M3Y=R
4316,UK Pound Sterling 3 Month Forward Starting 4 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M4Y=R
4317,UK Pound Sterling 1 Year Forward Starting 4 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y4Y=R
4318,UK Pound Sterling 1 Month Forward Starting 4 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M4Y=R
4319,UK Pound Sterling 9 Month Forward Starting 4 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M4Y=R
4320,UK Pound Sterling 9 Month Forward Starting 4 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M4Y=R
4321,UK Pound Sterling 1 Year Forward Starting 4 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y4Y=R
4322,UK Pound Sterling 1 Year Forward Starting 4 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y4Y=R
4323,UK Pound Sterling 9 Month Forward Starting 4 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M4Y=R
4324,UK Pound Sterling 1 Month Forward Starting 5 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M5Y=R
4325,UK Pound Sterling 9 Month Forward Starting 5 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M5Y=R
4326,UK Pound Sterling 9 Month Forward Starting 5 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M5Y=R
4327,UK Pound Sterling 3 Month Forward Starting 5 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M5Y=R
4328,UK Pound Sterling 1 Year Forward Starting 5 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y5Y=R
4329,UK Pound Sterling 9 Month Forward Starting 5 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M5Y=R
4330,UK Pound Sterling 1 Year Forward Starting 5 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y5Y=R
4331,UK Pound Sterling 1 Month Forward Starting 6 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M6Y=R
4332,UK Pound Sterling 9 Month Forward Starting 6 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M6Y=R
4333,UK Pound Sterling 1 Year Forward Starting 6 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y6Y=R
4334,UK Pound Sterling 1 Year Forward Starting 6 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y6Y=R
4335,UK Pound Sterling 9 Month Forward Starting 6 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M6Y=R
4336,UK Pound Sterling 9 Month Forward Starting 6 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M6Y=R
4337,UK Pound Sterling 1 Year Forward Starting 6 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y6Y=R
4338,UK Pound Sterling 3 Month Forward Starting 6 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M6Y=R
4339,UK Pound Sterling 9 Month Forward Starting 7 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M7Y=R
4340,UK Pound Sterling 1 Year Forward Starting 7 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y7Y=R
4341,UK Pound Sterling 1 Month Forward Starting 7 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M7Y=R
4342,UK Pound Sterling 9 Month Forward Starting 7 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M7Y=R
4343,UK Pound Sterling 9 Month Forward Starting 7 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M7Y=R
4344,UK Pound Sterling 1 Year Forward Starting 7 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y7Y=R
4345,UK Pound Sterling 1 Year Forward Starting 7 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y7Y=R
4346,UK Pound Sterling 3 Month Forward Starting 7 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M7Y=R
4347,UK Pound Sterling 1 Year Forward Starting 8 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y8Y=R
4348,UK Pound Sterling 9 Month Forward Starting 8 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M8Y=R
4349,UK Pound Sterling 3 Month Forward Starting 8 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M8Y=R
4350,UK Pound Sterling 1 Month Forward Starting 8 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M8Y=R
4351,UK Pound Sterling 9 Month Forward Starting 8 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M8Y=R
4352,UK Pound Sterling 1 Year Forward Starting 8 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y8Y=R
4353,UK Pound Sterling 9 Month Forward Starting 8 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M8Y=R
4354,UK Pound Sterling 1 Year Forward Starting 8 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y8Y=R
4355,UK Pound Sterling 1 Month Forward Starting 9 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M9Y=R
4356,UK Pound Sterling 3 Month Forward Starting 9 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M9Y=R
4357,UK Pound Sterling 1 Year Forward Starting 9 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y9Y=R
4358,UK Pound Sterling 1 Year Forward Starting 9 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y9Y=R
4359,UK Pound Sterling 9 Month Forward Starting 9 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M9Y=R
4360,UK Pound Sterling 1 Year Forward Starting 9 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y9Y=R
4361,UK Pound Sterling 9 Month Forward Starting 9 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M9Y=R
4362,UK Pound Sterling 9 Month Forward Starting 9 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M9Y=R
4363,UK Pound Sterling 9 Month Forward Starting 10 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M10Y=R
4364,UK Pound Sterling 1 Month Forward Starting 10 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M10Y=R
4365,UK Pound Sterling 1 Year Forward Starting 10 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y10Y=R
4366,UK Pound Sterling 9 Month Forward Starting 10 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M10Y=R
4367,UK Pound Sterling 1 Year Forward Starting 10 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y10Y=R
4368,UK Pound Sterling 3 Month Forward Starting 10 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M10Y=R
4369,UK Pound Sterling 9 Month Forward Starting 10 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M10Y=R
4370,UK Pound Sterling 1 Year Forward Starting 10 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y10Y=R
4371,UK Pound Sterling 1 Year Forward Starting 11 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y11Y=R
4372,UK Pound Sterling 1 Year Forward Starting 11 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y11Y=R
4373,UK Pound Sterling 9 Month Forward Starting 11 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M11Y=R
4374,UK Pound Sterling 1 Month Forward Starting 11 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M11Y=R
4375,UK Pound Sterling 9 Month Forward Starting 11 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M11Y=R
4376,UK Pound Sterling 1 Year Forward Starting 11 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y11Y=R
4377,UK Pound Sterling 9 Month Forward Starting 11 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M11Y=R
4378,UK Pound Sterling 3 Month Forward Starting 11 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M11Y=R
4379,UK Pound Sterling 9 Month Forward Starting 12 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M12Y=R
4380,UK Pound Sterling 3 Month Forward Starting 12 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M12Y=R
4381,UK Pound Sterling 1 Year Forward Starting 12 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y12Y=R
4382,UK Pound Sterling 9 Month Forward Starting 12 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M12Y=R
4383,UK Pound Sterling 1 Year Forward Starting 12 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y12Y=R
4384,UK Pound Sterling 9 Month Forward Starting 12 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M12Y=R
4385,UK Pound Sterling 1 Month Forward Starting 12 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M12Y=R
4386,UK Pound Sterling 1 Year Forward Starting 12 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y12Y=R
4387,UK Pound Sterling 1 Year Forward Starting 15 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y15Y=R
4388,UK Pound Sterling 1 Year Forward Starting 15 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y15Y=R
4389,UK Pound Sterling 9 Month Forward Starting 15 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M15Y=R
4390,UK Pound Sterling 9 Month Forward Starting 15 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M15Y=R
4391,UK Pound Sterling 1 Year Forward Starting 15 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y15Y=R
4392,UK Pound Sterling 3 Month Forward Starting 15 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M15Y=R
4393,UK Pound Sterling 1 Month Forward Starting 15 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M15Y=R
4394,UK Pound Sterling 9 Month Forward Starting 15 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M15Y=R
4395,UK Pound Sterling 1 Year Forward Starting 20 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y20Y=R
4396,UK Pound Sterling 1 Month Forward Starting 20 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M20Y=R
4397,UK Pound Sterling 9 Month Forward Starting 20 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M20Y=R
4398,UK Pound Sterling 1 Year Forward Starting 20 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y20Y=R
4399,UK Pound Sterling 9 Month Forward Starting 20 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M20Y=R
4400,UK Pound Sterling 9 Month Forward Starting 20 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M20Y=R
4401,UK Pound Sterling 1 Year Forward Starting 20 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y20Y=R
4402,UK Pound Sterling 3 Month Forward Starting 20 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M20Y=R
4403,UK Pound Sterling 9 Month Forward Starting 25 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M25Y=R
4404,UK Pound Sterling 9 Month Forward Starting 25 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M25Y=R
4405,UK Pound Sterling 1 Year Forward Starting 25 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y25Y=R
4406,UK Pound Sterling 1 Year Forward Starting 25 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y25Y=R
4407,UK Pound Sterling 3 Month Forward Starting 25 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M25Y=R
4408,UK Pound Sterling 1 Month Forward Starting 25 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M25Y=R
4409,UK Pound Sterling 1 Year Forward Starting 25 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y25Y=R
4410,UK Pound Sterling 9 Month Forward Starting 25 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M25Y=R
4411,UK Pound Sterling 1 Year Forward Starting 30 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y30Y=R
4412,UK Pound Sterling 1 Year Forward Starting 40 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y40Y=R
4413,UK Pound Sterling 9 Month Forward Starting 40 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M40Y=R
4414,UK Pound Sterling 9 Month Forward Starting 30 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M30Y=R
4415,UK Pound Sterling 1 Year Forward Starting 40 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y40Y=R
4416,UK Pound Sterling 9 Month Forward Starting 40 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M40Y=R
4417,UK Pound Sterling 9 Month Forward Starting 30 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M30Y=R
4418,UK Pound Sterling 3 Month Forward Starting 30 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L3M30Y=R
4419,UK Pound Sterling 1 Year Forward Starting 50 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1Y50Y=R
4420,UK Pound Sterling 9 Month Forward Starting 40 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L9M40Y=R
4421,UK Pound Sterling 1 Month Forward Starting 30 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L1M30Y=R
4422,UK Pound Sterling 1 Year Forward Starting 40 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y40Y=R
4423,UK Pound Sterling 1 Year Forward Starting 30 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L3L1Y30Y=R
4424,UK Pound Sterling 9 Month Forward Starting 30 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L9M30Y=R
4425,UK Pound Sterling 9 Month Forward Starting 50 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP3L6L9M50Y=R
4426,UK Pound Sterling 1 Year Forward Starting 30 Year Basis Swap,Quote,C:4,REFINITIV CALCULATED,GBP1L6L1Y30Y=R
4427,UK Pound Sterling 60 Year Basis Swap,Quote,C:4,PMETA ICAP,GBP3L12L60Y=PMID
4428,UK Pound Sterling/US Dollar 18 Month Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L18M=FMD
4429,UK Pound Sterling/US Dollar 35 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L35Y=FMD
4430,UK Pound Sterling/US Dollar 40 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L40Y=FMD
4431,UK Pound Sterling/Euro 7 Year Currency Basis Swap,Quote,C:4,Fenics Market Data,GBPECB7Y=FMD
4432,UK Pound Sterling/Euro 10 Year Currency Basis Swap,Quote,C:4,Fenics Market Data,GBPECB10Y=FMD
4433,UK Pound Sterling/Euro 15 Year Currency Basis Swap,Quote,C:4,Fenics Market Data,GBPECB15Y=FMD
4434,UK Pound Sterling/Euro 20 Year Currency Basis Swap,Quote,C:4,Fenics Market Data,GBPECB20Y=FMD
4435,UK Pound Sterling/US Dollar 1 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L1Y=FMD
4436,UK Pound Sterling/US Dollar 3 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L3Y=FMD
4437,UK Pound Sterling/US Dollar 2 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L2Y=FMD
4438,UK Pound Sterling/US Dollar 7 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L7Y=FMD
4439,UK Pound Sterling/US Dollar 5 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L5Y=FMD
4440,UK Pound Sterling/US Dollar 9 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L9Y=FMD
4441,UK Pound Sterling/US Dollar 6 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L6Y=FMD
4442,UK Pound Sterling/US Dollar 8 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L8Y=FMD
4443,UK Pound Sterling/US Dollar 4 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L4Y=FMD
4444,UK Pound Sterling/US Dollar 12 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L12Y=FMD
4445,UK Pound Sterling/US Dollar 14 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L14Y=FMD
4446,UK Pound Sterling/US Dollar 13 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L13Y=FMD
4447,UK Pound Sterling/US Dollar 15 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L15Y=FMD
4448,UK Pound Sterling/US Dollar 25 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L25Y=FMD
4449,UK Pound Sterling/US Dollar 11 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L11Y=FMD
4450,UK Pound Sterling/US Dollar 18 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L18Y=FMD
4451,UK Pound Sterling/US Dollar 16 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L16Y=FMD
4452,UK Pound Sterling/US Dollar 10 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L10Y=FMD
4453,UK Pound Sterling/US Dollar 17 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L17Y=FMD
4454,UK Pound Sterling/US Dollar 20 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L20Y=FMD
4455,UK Pound Sterling/US Dollar 30 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L30Y=FMD
4456,UK Pound Sterling/US Dollar 19 Year Cross Currency Interest Rate Swap,Quote,C:4,Fenics Market Data,GBUSSM3L19Y=FMD
4457,Chinese Yuan Offshore/UK Pound Sterling 6 Month Cross Currency Interest Rate Swap,Quote,C:8H,STONEX,CNHGBQM3L6M=CKLU
4458,Chinese Yuan Offshore/UK Pound Sterling 9 Month Cross Currency Interest Rate Swap,Quote,C:8H,STONEX,CNHGBQM3L9M=CKLU
4459,Chinese Yuan Offshore/UK Pound Sterling 1 Year Cross Currency Interest Rate Swap,Quote,C:8H,STONEX,CNHGBQM3L1Y=CKLU
4460,Chinese Yuan Offshore/UK Pound Sterling 2 Year Cross Currency Interest Rate Swap,Quote,C:8H,STONEX,CNHGBQM3L2Y=CKLU
4461,Chinese Yuan Offshore/UK Pound Sterling 3 Year Cross Currency Interest Rate Swap,Quote,C:8H,STONEX,CNHGBQM3L3Y=CKLU
4462,Chinese Yuan Offshore/UK Pound Sterling 4 Year Cross Currency Interest Rate Swap,Quote,C:8H,STONEX,CNHGBQM3L4Y=CKLU
4463,Chinese Yuan Offshore/UK Pound Sterling 5 Year Cross Currency Interest Rate Swap,Quote,C:8H,STONEX,CNHGBQM3L5Y=CKLU
4464,UK Pound Sterling/US Dollar 4th IMM Delivery Date Currency Basis Swap,Quote,C:4,PARAMETA TP DERIVED,GBPCBSIMM4=PMTD
4465,UK Pound Sterling/US Dollar 2nd IMM Delivery Date Currency Basis Swap,Quote,C:4,PARAMETA TP DERIVED,GBPCBSIMM2=PMTD
4466,UK Pound Sterling/US Dollar 6th IMM Delivery Date Currency Basis Swap,Quote,C:4,PARAMETA TP DERIVED,GBPCBSIMM6=PMTD
4467,UK Pound Sterling/US Dollar 8th IMM Delivery Date Currency Basis Swap,Quote,C:4,PARAMETA TP DERIVED,GBPCBSIMM8=PMTD
4468,UK Pound Sterling/US Dollar 7th IMM Delivery Date Currency Basis Swap,Quote,C:4,PARAMETA TP DERIVED,GBPCBSIMM7=PMTD
4469,UK Pound Sterling/US Dollar 1st IMM Delivery Date Currency Basis Swap,Quote,C:4,PARAMETA TP DERIVED,GBPCBSIMM1=PMTD
4470,UK Pound Sterling/US Dollar 5th IMM Delivery Date Currency Basis Swap,Quote,C:4,PARAMETA TP DERIVED,GBPCBSIMM5=PMTD
4471,UK Pound Sterling/US Dollar 3rd IMM Delivery Date Currency Basis Swap,Quote,C:4,PARAMETA TP DERIVED,GBPCBSIMM3=PMTD
4472,UK Pound Sterling/US Dollar 30 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPCBS30M=TDS
4473,UK Pound Sterling/US Dollar 21 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPCBS21M=TDS
4474,UK Pound Sterling/US Dollar 33 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPCBS33M=TDS
4475,UK Pound Sterling/US Dollar 15 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPCBS15M=TDS
4476,UK Pound Sterling/US Dollar 27 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPCBS27M=TDS
4477,UK Pound Sterling/US Dollar 13 Year Currency Basis Swap,Quote,C:4,PARAMETA TP DERIVED,GBPCBS13Y=PMTD
4478,UK Pound Sterling/US Dollar 14 Year Currency Basis Swap,Quote,C:4,PARAMETA TP DERIVED,GBPCBS14Y=PMTD
4479,UK Pound Sterling/US Dollar 11 Year Currency Basis Swap,Quote,C:4,Fenics Market Data,GBPCBS11Y=FMD
4480,UK Pound Sterling/US Dollar 60 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPCBS60Y=TDS
4481,UK Pound Sterling/US Dollar 35 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPCBS35Y=TDS
4482,UK Pound Sterling/US Dollar 45 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPCBS45Y=TDS
4483,UK Pound Sterling/US Dollar 25 Year Currency Basis Swap,Quote,C:4,Fenics Market Data,GBPCBS25Y=FMD
4484,UK Pound Sterling/Euro 6 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPECB6M=TDS
4485,UK Pound Sterling/Euro 3 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPECB3M=TDS
4486,UK Pound Sterling/Euro 9 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPECB9M=TDS
4487,UK Pound Sterling/Euro 27 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPECB27M=TDS
4488,UK Pound Sterling/Euro 15 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPECB15M=TDS
4489,UK Pound Sterling/Euro 30 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPECB30M=TDS
4490,UK Pound Sterling/Euro 33 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPECB33M=TDS
4491,UK Pound Sterling/Euro 21 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPECB21M=TDS
4492,UK Pound Sterling/Euro 18 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPECB18M=TDS
4493,UK Pound Sterling/Euro 6 Year Currency Basis Swap,Quote,C:4,Fenics Market Data,GBPECB6Y=FMD
4494,UK Pound Sterling/Euro 9 Year Currency Basis Swap,Quote,C:4,Fenics Market Data,GBPECB9Y=FMD
4495,UK Pound Sterling/Euro 12 Year Currency Basis Swap,Quote,C:4,Fenics Market Data,GBPECB12Y=FMD
