,Name,Instrument Type,Currency,Contributor,RIC
1627,UK Pound Sterling 1 Month by 21 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS1X21=R
1628,UK Pound Sterling 1 Month by 25 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS1X25=R
1629,UK Pound Sterling 6 Month by 30 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS6X30=R
1630,UK Pound Sterling 1 Month by 1 Year Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS1X12=R
1631,UK Pound Sterling 6 Month by 23 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS6X23=R
1632,UK Pound Sterling 6 Month by 19 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS6X19=R
1633,UK Pound Sterling 3 Month by 25 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS3X25=R
1634,UK Pound Sterling 6 Month by 17 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS6X17=R
1635,UK Pound Sterling 1 Month by 23 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS1X23=R
1636,UK Pound Sterling 1 Month by 17 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS1X17=R
1637,UK Pound Sterling 6 Month by 27 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS6X27=R
1638,UK Pound Sterling 3 Month by 27 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS3X27=R
1639,UK Pound Sterling 1 Month by 15 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS1X15=R
1640,UK Pound Sterling 1 Month by 2 Year Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS1X24=R
1641,UK Pound Sterling 6 Month by 29 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS6X29=R
1642,UK Pound Sterling 1 Month by 14 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS1X14=R
1643,UK Pound Sterling 3 Month by 22 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS3X22=R
1644,UK Pound Sterling 3 Month by 16 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS3X16=R
1645,UK Pound Sterling 6 Month by 25 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS6X25=R
1646,UK Pound Sterling 3 Month by 23 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS3X23=R
1647,UK Pound Sterling 3 Month by 20 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS3X20=R
1648,UK Pound Sterling 3 Month by 19 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS3X19=R
1649,UK Pound Sterling 6 Month by 21 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS6X21=R
1650,UK Pound Sterling 3 Month by 17 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS3X17=R
1651,UK Pound Sterling 6 Month by 26 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS6X26=R
1652,UK Pound Sterling 1 Month by 20 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS1X20=R
1653,UK Pound Sterling 3 Month by 26 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS3X26=R
1654,UK Pound Sterling 1 Month by 18 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS1X18=R
1655,UK Pound Sterling 6 Month by 20 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS6X20=R
1656,UK Pound Sterling 6 Month by 2 Year Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS6X24=R
1657,UK Pound Sterling 1 Month by 13 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS1X13=R
1658,UK Pound Sterling 3 Month by 2 Year Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS3X24=R
1659,UK Pound Sterling 3 Month by 14 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS3X14=R
1660,UK Pound Sterling 6 Month by 28 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS6X28=R
1661,UK Pound Sterling 1 Month by 19 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS1X19=R
1662,UK Pound Sterling 1 Month by 22 Month Forward Starting Overnight Index Swap,Quote,C:4,REFINITIV CALCULATED,GBPOIS1X22=R
1663,UK Pound Sterling/US Dollar SONIA vs SOFR 3 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR3Y=
1664,UK Pound Sterling/US Dollar SONIA vs SOFR 5 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR5Y=
1665,UK Pound Sterling/US Dollar SONIA vs SOFR 4 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR4Y=
1666,UK Pound Sterling/US Dollar SONIA vs SOFR 2 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR2Y=
1667,UK Pound Sterling/US Dollar SONIA vs SOFR 1 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR1Y=
1668,UK Pound Sterling/US Dollar SONIA vs SOFR 7 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR7Y=
1669,UK Pound Sterling/US Dollar SONIA vs SOFR 10 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR10Y=
1670,UK Pound Sterling/US Dollar SONIA vs SOFR 20 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR20Y=
1671,UK Pound Sterling/US Dollar SONIA vs SOFR 3 Month Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR3M=
1672,UK Pound Sterling/US Dollar SONIA vs SOFR 15 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR15Y=
1673,UK Pound Sterling/US Dollar SONIA vs SOFR 12 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR12Y=
1674,UK Pound Sterling/US Dollar SONIA vs SOFR 9 Month Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR9M=
1675,UK Pound Sterling/US Dollar SONIA vs SOFR 30 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR30Y=
1676,UK Pound Sterling/US Dollar SONIA vs SOFR 6 Month Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR6M=
1677,UK Pound Sterling/US Dollar SONIA vs SOFR 6 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR6Y=
1678,UK Pound Sterling/US Dollar SONIA vs SOFR 9 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR9Y=
1679,UK Pound Sterling/US Dollar SONIA vs SOFR 8 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR8Y=
1680,UK Pound Sterling/US Dollar SONIA vs SOFR 25 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR25Y=
1681,UK Pound Sterling/US Dollar SONIA vs SOFR 18 Month Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR18M=
1682,UK Pound Sterling/US Dollar SONIA vs SOFR 40 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR40Y=
1683,UK Pound Sterling/US Dollar SONIA vs SOFR 50 Year Currency Basis Swap,Quote,C:4,REFINITIV,GBUSSOSR50Y=
1684,UK Pound Sterling/US Dollar SONIA vs SOFR 3 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR3Y=ICAP
1685,UK Pound Sterling/US Dollar SONIA vs SOFR 5 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR5Y=ICAP
1686,UK Pound Sterling/US Dollar SONIA vs SOFR 2 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR2Y=ICAP
1687,UK Pound Sterling/US Dollar SONIA vs SOFR 7 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR7Y=ICAP
1688,UK Pound Sterling/US Dollar SONIA vs SOFR 4 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR4Y=ICAP
1689,UK Pound Sterling/US Dollar SONIA vs SOFR 10 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR10Y=ICAP
1690,UK Pound Sterling/US Dollar SONIA vs SOFR 1 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR1Y=ICAP
1691,UK Pound Sterling/US Dollar 1 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS1Y=ICAP
1692,UK Pound Sterling/US Dollar SONIA vs SOFR 6 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR6Y=ICAP
1693,UK Pound Sterling/US Dollar SONIA vs SOFR 15 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR15Y=ICAP
1694,UK Pound Sterling/US Dollar SONIA vs SOFR 9 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR9Y=ICAP
1695,UK Pound Sterling/US Dollar SONIA vs SOFR 8 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR8Y=ICAP
1696,UK Pound Sterling/US Dollar SONIA vs SOFR 20 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR20Y=ICAP
1697,UK Pound Sterling/US Dollar 4 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS4Y=ICAP
1698,UK Pound Sterling/US Dollar 5 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS5Y=ICAP
1699,UK Pound Sterling/US Dollar 10 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS10Y=ICAP
1700,UK Pound Sterling/US Dollar 2 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS2Y=ICAP
1701,UK Pound Sterling/US Dollar SONIA vs SOFR 12 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR12Y=ICAP
1702,UK Pound Sterling/US Dollar 3 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS3Y=ICAP
1703,UK Pound Sterling/US Dollar SONIA vs SOFR 30 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR30Y=ICAP
1704,UK Pound Sterling/US Dollar 7 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS7Y=ICAP
1705,UK Pound Sterling/US Dollar SONIA vs SOFR 25 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR25Y=ICAP
1706,UK Pound Sterling/US Dollar 20 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS20Y=ICAP
1707,UK Pound Sterling/US Dollar 15 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS15Y=ICAP
1708,UK Pound Sterling/US Dollar SONIA vs SOFR 3 Month Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR3M=ICAP
1709,UK Pound Sterling/US Dollar 30 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS30Y=ICAP
1710,UK Pound Sterling/US Dollar SONIA vs SOFR 6 Month Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR6M=ICAP
1711,UK Pound Sterling/US Dollar SONIA vs SOFR 9 Month Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR9M=ICAP
1712,UK Pound Sterling/US Dollar 9 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS9Y=ICAP
1713,UK Pound Sterling/US Dollar 6 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS6Y=ICAP
1714,UK Pound Sterling/US Dollar 12 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS12Y=ICAP
1715,UK Pound Sterling/US Dollar 8 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS8Y=ICAP
1716,UK Pound Sterling/Euro 1 Year Currency Basis Swap,Quote,C:4,ICAP,GBPECB1Y=ICAP
1717,UK Pound Sterling/Euro 5 Year Currency Basis Swap,Quote,C:4,ICAP,GBPECB5Y=ICAP
1718,UK Pound Sterling/US Dollar SONIA vs SOFR 40 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR40Y=ICAP
1719,UK Pound Sterling/Euro 7 Year Currency Basis Swap,Quote,C:4,ICAP,GBPECB7Y=ICAP
1720,UK Pound Sterling/Euro 3 Year Currency Basis Swap,Quote,C:4,ICAP,GBPECB3Y=ICAP
1721,UK Pound Sterling/Euro 2 Year Currency Basis Swap,Quote,C:4,ICAP,GBPECB2Y=ICAP
1722,UK Pound Sterling/Euro 4 Year Currency Basis Swap,Quote,C:4,ICAP,GBPECB4Y=ICAP
1723,UK Pound Sterling/US Dollar SONIA vs SOFR 50 Year Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR50Y=ICAP
1724,UK Pound Sterling/US Dollar 25 Year Currency Basis Swap,Quote,C:4,ICAP,GBPCBS25Y=ICAP
1725,UK Pound Sterling/Euro 10 Year Currency Basis Swap,Quote,C:4,ICAP,GBPECB10Y=ICAP
1726,UK Pound Sterling/Euro 15 Year Currency Basis Swap,Quote,C:4,ICAP,GBPECB15Y=ICAP
1727,UK Pound Sterling/US Dollar SONIA vs SOFR 18 Month Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR18M=ICAP
1728,UK Pound Sterling/Euro 20 Year Currency Basis Swap,Quote,C:4,ICAP,GBPECB20Y=ICAP
1729,UK Pound Sterling/US Dollar SONIA vs SOFR 5 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR5Y=TTKL
1730,UK Pound Sterling/Euro 10 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES10Y=ICAP
1731,UK Pound Sterling/US Dollar SONIA vs SOFR 3 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR3Y=TTKL
1732,UK Pound Sterling/US Dollar SONIA vs SOFR 7 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR7Y=TTKL
1733,UK Pound Sterling/US Dollar SONIA vs SOFR 4 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR4Y=TTKL
1734,UK Pound Sterling/US Dollar SONIA vs SOFR 10 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR10Y=TTKL
1735,UK Pound Sterling/US Dollar SONIA vs SOFR 2 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR2Y=TDS
1736,UK Pound Sterling/US Dollar SONIA vs SOFR 4 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR4Y=TDS
1737,UK Pound Sterling/US Dollar SONIA vs SOFR 5 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR5Y=TDS
1738,UK Pound Sterling/US Dollar SONIA vs SOFR 3 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR3Y=TDS
1739,UK Pound Sterling/US Dollar SONIA vs SOFR 2 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR2Y=TTKL
1740,UK Pound Sterling/US Dollar SONIA vs SOFR 30 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR30Y=TTKL
1741,UK Pound Sterling/US Dollar SONIA vs SOFR 7 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR7Y=TDS
1742,UK Pound Sterling/US Dollar SONIA vs SOFR 30 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR30Y=TDS
1743,UK Pound Sterling/US Dollar SONIA vs SOFR 20 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR20Y=TTKL
1744,UK Pound Sterling/US Dollar SONIA vs SOFR 20 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR20Y=TDS
1745,UK Pound Sterling/US Dollar SONIA vs SOFR 15 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR15Y=TDS
1746,UK Pound Sterling/US Dollar SONIA vs SOFR 10 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR10Y=TDS
1747,UK Pound Sterling/US Dollar SONIA vs SOFR 15 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR15Y=TTKL
1748,UK Pound Sterling/Euro 3 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES3Y=ICAP
1749,UK Pound Sterling/Euro 1 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES1Y=ICAP
1750,UK Pound Sterling/Euro 4 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES4Y=ICAP
1751,UK Pound Sterling/Euro 2 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES2Y=ICAP
1752,UK Pound Sterling/Euro 5 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES5Y=ICAP
1753,UK Pound Sterling/US Dollar SONIA vs SOFR 9 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR9Y=TDS
1754,UK Pound Sterling/US Dollar SONIA vs SOFR 8 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR8Y=TDS
1755,UK Pound Sterling/US Dollar SONIA vs SOFR 12 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR12Y=TTKL
1756,UK Pound Sterling/US Dollar SONIA vs SOFR 12 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR12Y=TDS
1757,UK Pound Sterling/US Dollar SONIA vs SOFR 9 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR9Y=TTKL
1758,UK Pound Sterling/US Dollar SONIA vs SOFR 8 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR8Y=TTKL
1759,UK Pound Sterling/US Dollar SONIA vs SOFR 6 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR6Y=TDS
1760,UK Pound Sterling/US Dollar SONIA vs SOFR 6 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR6Y=TTKL
1761,UK Pound Sterling/US Dollar SONIA vs SOFR 1 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR1Y=TTKL
1762,UK Pound Sterling/US Dollar SONIA vs SOFR 1 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR1Y=TDS
1763,UK Pound Sterling/US Dollar SONIA vs SOFR 25 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR25Y=TDS
1764,UK Pound Sterling/Euro 6 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES6Y=ICAP
1765,UK Pound Sterling/Euro 8 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES8Y=ICAP
1766,UK Pound Sterling/Euro 9 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES9Y=ICAP
1767,UK Pound Sterling/Euro 7 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES7Y=ICAP
1768,UK Pound Sterling/Euro 20 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES20Y=ICAP
1769,UK Pound Sterling/Euro 12 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES12Y=ICAP
1770,UK Pound Sterling/Euro 15 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES15Y=ICAP
1771,UK Pound Sterling/US Dollar SONIA vs SOFR 3 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR3Y=BGCP
1772,UK Pound Sterling/US Dollar SONIA vs SOFR 2 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR2Y=BGCP
1773,UK Pound Sterling/US Dollar SONIA vs SOFR 25 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR25Y=TTKL
1774,UK Pound Sterling/US Dollar SONIA vs SOFR 5 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR5Y=BGCP
1775,UK Pound Sterling/US Dollar SONIA vs SOFR 7 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR7Y=BGCP
1776,UK Pound Sterling/US Dollar SONIA vs SOFR 4 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR4Y=BGCP
1777,UK Pound Sterling/US Dollar SONIA vs SOFR 10 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR10Y=BGCP
1778,UK Pound Sterling/US Dollar SONIA vs SOFR 40 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR40Y=TDS
1779,UK Pound Sterling/US Dollar SONIA vs SOFR 8 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR8Y=BGCP
1780,UK Pound Sterling/US Dollar 2 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPCBS2Y=PMID
1781,UK Pound Sterling/US Dollar SONIA vs SOFR 9 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR9Y=BGCP
1782,UK Pound Sterling/US Dollar SONIA vs SOFR 21 Month Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR21M=ICAP
1783,UK Pound Sterling/US Dollar 3 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPCBS3Y=PMID
1784,UK Pound Sterling/US Dollar SONIA vs SOFR 3 Month Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR3M=TTKL
1785,UK Pound Sterling/US Dollar SONIA vs SOFR 3 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR3M=TDS
1786,UK Pound Sterling/US Dollar SONIA vs SOFR 6 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR6M=TDS
1787,UK Pound Sterling/US Dollar SONIA vs SOFR 6 Month Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR6M=TTKL
1788,UK Pound Sterling/US Dollar SONIA vs SOFR 6 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR6Y=BGCP
1789,UK Pound Sterling/US Dollar 4 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPCBS4Y=PMID
1790,UK Pound Sterling/US Dollar 1 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPCBS1Y=PMID
1791,UK Pound Sterling/US Dollar SONIA vs SOFR 15 Month Currency Basis Swap,Quote,C:4,ICAP,GBUSSOSR15M=ICAP
1792,UK Pound Sterling/US Dollar 10 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPCBS10Y=PMID
1793,UK Pound Sterling/US Dollar SONIA vs SOFR 50 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR50Y=TDS
1794,UK Pound Sterling/Euro 7 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPECB7Y=PMID
1795,UK Pound Sterling/Euro 30 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES30Y=ICAP
1796,UK Pound Sterling/Euro 25 Year Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES25Y=ICAP
1797,UK Pound Sterling/Euro 10 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPECB10Y=PMID
1798,UK Pound Sterling/US Dollar SONIA vs SOFR 9 Month Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR9M=TTKL
1799,UK Pound Sterling/US Dollar SONIA vs SOFR 9 Month Currency Basis Swap,Quote,C:4,TRADITION DATA,GBUSSOSR9M=TDS
1800,UK Pound Sterling/US Dollar 20 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPCBS20Y=PMID
1801,UK Pound Sterling/US Dollar SONIA vs SOFR 20 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR20Y=BGCP
1802,UK Pound Sterling/US Dollar SONIA vs SOFR 15 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR15Y=BGCP
1803,UK Pound Sterling/US Dollar SONIA vs SOFR 30 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR30Y=BGCP
1804,UK Pound Sterling/US Dollar 7 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPCBS7Y=PMID
1805,UK Pound Sterling/US Dollar 30 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPCBS30Y=PMID
1806,UK Pound Sterling/US Dollar 5 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPCBS5Y=PMID
1807,UK Pound Sterling/US Dollar 15 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPCBS15Y=PMID
1808,UK Pound Sterling/US Dollar SONIA vs SOFR 13 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR13Y=TTKL
1809,UK Pound Sterling/US Dollar SONIA vs SOFR 11 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR11Y=TTKL
1810,UK Pound Sterling/US Dollar SONIA vs SOFR 14 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR14Y=TTKL
1811,UK Pound Sterling/Euro 1 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPECB1Y=PMID
1812,UK Pound Sterling/Euro 3 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPECB3Y=PMID
1813,UK Pound Sterling/Euro 2 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPECB2Y=PMID
1814,UK Pound Sterling/Euro 5 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPECB5Y=PMID
1815,UK Pound Sterling/Euro 4 Year Currency Basis Swap,Quote,C:4,PMETA ICAP,GBPECB4Y=PMID
1816,UK Pound Sterling/Euro 30 Year Currency Basis Swap,Quote,C:4,ICAP,GBPECB30Y=ICAP
1817,UK Pound Sterling/US Dollar SONIA vs SOFR 1 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR1Y=BGCP
1818,UK Pound Sterling/US Dollar SONIA vs SOFR 40 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR40Y=TTKL
1819,UK Pound Sterling/US Dollar SONIA vs SOFR 25 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR25Y=BGCP
1820,UK Pound Sterling/US Dollar SONIA vs SOFR 50 Year Currency Basis Swap,Quote,C:4,Tullett Prebon Information,GBUSSOSR50Y=TTKL
1821,UK Pound Sterling/US Dollar SONIA vs SOFR 12 Year Currency Basis Swap,Quote,C:4,Bgc Partners,GBUSSOSR12Y=BGCP
1822,UK Pound Sterling/Euro 18 Month Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES18M=ICAP
1823,UK Pound Sterling/Euro 6 Month Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES6M=ICAP
1824,UK Pound Sterling/Euro 9 Month Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES9M=ICAP
1825,UK Pound Sterling/Euro 3 Month Currency Basis Swap,Quote,C:4,ICAP,GBEUSOES3M=ICAP
